BestTaxon,Class,LoLe-ENC3-COI_R1.fastq.gz,LoLe-ENC4A-COI_R1.fastq.gz,LoLe-ENC5B-COI_R1.fastq.gz,LoLe-ENC6C-COI_R1.fastq.gz,LoLe-FHL001-COI-N1-NL-1_R1.fastq.gz,LoLe-FHL002-COI-N1-NL-2_R1.fastq.gz,LoLe-FHL003-COI-N1-NL-3_R1.fastq.gz,LoLe-FHL004-COI-N1-WL-1_R1.fastq.gz,LoLe-FHL005-COI-N1-WL-2_R1.fastq.gz,LoLe-FHL006-COI-N1-WL-3_R1.fastq.gz,LoLe-FHL008-COI-D1-NL-1_R1.fastq.gz,LoLe-FHL009-COI-D1-NL-2_R1.fastq.gz,LoLe-FHL010-COI-D1-NL-3_R1.fastq.gz,LoLe-FHL011-COI-D1-WL-1_R1.fastq.gz,LoLe-FHL012-COI-D1-WL-2_R1.fastq.gz,LoLe-FHL013-COI-D1-WL-3_R1.fastq.gz,LoLe-FHL015-COI-N2-NL-1_R1.fastq.gz,LoLe-FHL016-COI-N2-NL-2_R1.fastq.gz,LoLe-FHL017-COI-N2-NL-3_R1.fastq.gz,LoLe-FHL018-COI-N2-WL-1_R1.fastq.gz,LoLe-FHL019-COI-N2-WL-2_R1.fastq.gz,LoLe-FHL020-COI-N2-WL-3_R1.fastq.gz,LoLe-FHL021-COI-N2-FN_R1.fastq.gz,LoLe-FHL022-COI-D2-NL-1_R1.fastq.gz,LoLe-FHL023-COI-D2-NL-2_R1.fastq.gz,LoLe-FHL024-COI-D2-NL-3_R1.fastq.gz,LoLe-FHL025-COI-D2-WL-1_R1.fastq.gz,LoLe-FHL026-COI-D2-WL-2_R1.fastq.gz,LoLe-FHL027-COI-D2-WL-3_R1.fastq.gz,LoLe-FHL029-COI-D3-NL-1_R1.fastq.gz,LoLe-FHL030-COI-D3-NL-2_R1.fastq.gz,LoLe-FHL031-COI-D3-NL-3_R1.fastq.gz,LoLe-FHL032-COI-D3-WL-1_R1.fastq.gz,LoLe-FHL033-COI-D3-WL-2_R1.fastq.gz,LoLe-FHL034-COI-D3-WL-3_R1.fastq.gz,LoLe-FHL036-COI-N3-FN_R1.fastq.gz,LoLe-FHL037-COI-N3-NL-1_R1.fastq.gz,LoLe-FHL038-COI-N3-NL-2_R1.fastq.gz,LoLe-FHL039-COI-N3-NL-3_R1.fastq.gz,LoLe-FHL040-COI-N3-WL-1_R1.fastq.gz,LoLe-FHL041-COI-N3-WL-2_R1.fastq.gz,LoLe-FHL042-COI-N3-WL-3_R1.fastq.gz,LoLe-FHL043-COI-D4-NL-1_R1.fastq.gz,LoLe-FHL044-COI-D4-NL-2_R1.fastq.gz,LoLe-FHL045-COI-D4-NL-3_R1.fastq.gz,LoLe-FHL047-COI-D4-WL-1_R1.fastq.gz,LoLe-FHL048-COI-D4-WL-2_R1.fastq.gz,LoLe-FHL049-COI-D4-WL-3_R1.fastq.gz,LoLe-FHL050-COI-N4-FN_R1.fastq.gz,LoLe-FHL051-COI-N4-NL-1_R1.fastq.gz,LoLe-FHL052-COI-N4-NL-2_R1.fastq.gz,LoLe-FHL053-COI-N4-NL-3_R1.fastq.gz,LoLe-FHL054-COI-N4-WL-1_R1.fastq.gz,LoLe-FHL055-COI-N4-WL-2_R1.fastq.gz,LoLe-FHL056-COI-N4-WL-3_R1.fastq.gz,LoLe-FHL058-COI-D5-NL-1_R1.fastq.gz,LoLe-FHL059-COI-D5-NL-2_R1.fastq.gz,LoLe-FHL060-COI-D5-NL-3_R1.fastq.gz,LoLe-FHL061-COI-D5-WL-1_R1.fastq.gz,LoLe-FHL062-COI-D5-WL-2_R1.fastq.gz,LoLe-FHL063-COI-D5-WL-3_R1.fastq.gz,LoLe-FHL064-COI-N5-FN_R1.fastq.gz,LoLe-FHL065-COI-N5-NL-1_R1.fastq.gz,LoLe-FHL066-COI-N5-NL-2_R1.fastq.gz,LoLe-FHL067-COI-N5-NL-3_R1.fastq.gz,LoLe-FHL068-COI-N5-WL-1_R1.fastq.gz,LoLe-FHL069-COI-N5-WL-2_R1.fastq.gz,LoLe-FHL070-COI-N5-WL-3_R1.fastq.gz,LoLe-FHL071-COI-D6-FN_R1.fastq.gz,LoLe-FHL072-COI-D6-NL-1_R1.fastq.gz,LoLe-FHL073-COI-D6-NL-2_R1.fastq.gz,LoLe-FHL074-COI-D6-NL-3_R1.fastq.gz,LoLe-FHL075-COI-D6-WL-1_R1.fastq.gz,LoLe-FHL076-COI-D6-WL-2_R1.fastq.gz,LoLe-FHL077-COI-D6-WL-3_R1.fastq.gz,LoLe-FHL078-COI-N6-FN_R1.fastq.gz,LoLe-FHL081-COI-N6-NL-3_R1.fastq.gz,LoLe-FHL082-COI-N6-WL-1_R1.fastq.gz,LoLe-FHL083-COI-N6-WL-2_R1.fastq.gz,LoLe-FHL084-COI-N6-WL-3_R1.fastq.gz,LoLe-FHL085-COI-D7-NL-1_R1.fastq.gz,LoLe-FHL086-COI-D7-NL-2_R1.fastq.gz,LoLe-FHL087-COI-D7-NL-3_R1.fastq.gz,LoLe-FHL088-COI-D7-WL-1_R1.fastq.gz,LoLe-FHL089-COI-D7-WL-2_R1.fastq.gz,LoLe-FHL090-COI-D7-WL-3_R1.fastq.gz,LoLe-FHL092-COI-N7-NL-1_R1.fastq.gz,LoLe-FHL093-COI-N7-NL-2_R1.fastq.gz,LoLe-FHL094-COI-N7-NL-3_R1.fastq.gz,LoLe-PCRNa-COI_R1.fastq.gz,LoLe-PCRNb-COI_R1.fastq.gz
Halecium sp. BMBM 0902,Hydrozoa,0,0,0,0,0,3,0,0,0,0,47,61,10,26,23,110,6,2,0,6,0,0,0,0,8,11,6,5,5,2,14,18,9,6,7,0,0,8,0,0,3,8,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,2,15,0,0,0,0,5,14,0,0,18,0,0,0,0,0,0,0
Halichondria,Demospongiae,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haminoea,Gastropoda,0,0,0,0,0,69,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Margarites pupillus,Gastropoda,0,0,0,0,0,8,10,58,44,68,2,0,0,5,8,0,10,7,10,9,0,10,0,0,0,0,0,9,0,30,11,2958,18,9,0,0,62,41,6,0,17,17,0,0,5,0,0,8,0,342,47,0,33,24,34,6,0,0,14,0,0,0,0,259,25,40,5,30,0,0,0,6,28,11,0,0,0,7,12,10,4,0,0,0,0,12,0,0,0,0,0
Nudibranchia,Gastropoda,0,0,0,0,0,2,0,0,0,156,0,0,0,0,4,12,3,0,108,0,8,0,0,6,42,4,0,0,0,6,3,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,11,29,0,0,0,0,6,0,5,0,0,0,0,0,6,20,0,53,16,0,0,0,0,0,0,0,0
Pectinaria californiensis,Polychaeta,0,0,0,0,0,14,0,12,9,21,0,0,15,18,0,3,0,0,0,0,20,0,0,0,0,24,67,34,0,0,0,0,0,614,0,0,0,10,2,0,0,0,63,0,0,44,77,88,0,0,0,0,0,6,0,0,15,0,0,27,13,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,5,0,0,0,3,6,0,0,8,0,0,0,0,0
Pholoides asperus,Polychaeta,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,39,0,0,48,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Pista wui,Polychaeta,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0
Platynereis bicanaliculata,Polychaeta,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,17,7,2,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0
Pseudocalanus,Hexanauplia,0,0,0,0,0,7,50,12,16,0,0,218,0,11,0,0,114,0,0,56,24,0,0,14,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,182,0,0,0,0,42,0,0,0,19,0,0,0,0,0,0,30,6,0,0,0,0,0,10,264,0,0,0,0,0,0,0,0,103,0,0,0,63,16,27,126,0,0,81,0,0,0,0,0,0,0
Pseudocalanus moultoni,Hexanauplia,0,0,0,0,0,5,2,0,0,0,17,0,0,0,2,3,0,12,0,0,0,2,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Pseudopolydora paucibranchiata,Polychaeta,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,1839,0,0,6,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Schizobranchia insignis,Polychaeta,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,34,11,6,0,0,7,0,0,5,0,29,4,0,4,11,7,13,7,12,0,0,0,0,0,7,0,64,3,0,8,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,11,0,3,0,0,0,0,0
Tisbe sp. FHL 3,Hexanauplia,0,0,0,0,0,32,0,0,0,0,200,39,16,24,111,30,0,20,3710,0,0,33,0,31,134,34,5,0,11,19,34,1193,6,0,6,0,0,0,0,0,0,7,5,0,0,0,0,7,0,4,0,0,0,0,9,0,9,0,0,0,0,0,0,914,14,37,16,12,0,0,600,13,5,5,18,0,0,0,7,0,14,184,42,38,0,27,0,0,0,0,0
Amphinema dinema,Hydrozoa,0,0,0,0,0,0,5,0,0,0,11,7,0,13,13,9,9,13,5,0,0,0,0,13,8,105,17,18,36,42,45,47,2,15,4,0,2,0,0,0,3,12,39,8,18,0,2,8,0,0,0,0,0,0,5,0,3,0,0,2,2,0,0,2,18,21,0,5,0,0,0,0,0,5,15,0,0,0,6,3,27,0,14,44,0,9,0,0,0,0,0
Asterionellopsis glacialis,Fragilariophyceae,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,9,4,41,0,15,16,7,4,4,6,5,0,0,0,0,0,0,0,0,0,2,2,7,18,0,0,0,0,3,11,0,0,0,0,0,0,0,3,6,0,0,0,0,6,23,0,0,10,0,0,0,0,0,0,0
Aurelia,Scyphozoa,0,0,0,0,0,0,87,0,3,0,41,38,5,120,91,86,0,0,103,34,16,0,0,0,0,25,0,28,24,34,0,11,58,25,14,0,0,0,0,0,0,8,0,6,5,0,6,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,46,0,58,0,0,0,0,3,39,0,0,39,0,30,0,0,0,0,0
Boltenia villosa,Ascidiacea,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,76,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Cancridae,Malacostraca,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelophyes appendiculata,Hydrozoa,0,0,0,0,0,0,3,25,0,0,18,10,0,0,0,5,0,0,0,0,0,0,0,4,0,15,4,8,10,15,1191,4,2,0,4,0,3,0,0,0,0,3,8,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Clinocottus embryum,Actinopteri,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycera americana,Polychaeta,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,278,7,0,3,93,0,0,33,38,41,27,9,23,35,0,21,128,43,27,0,2720,903,480,1221,275,636,15,21,2252,6,28,35,0,5859,232,0,5453,9959,8049,15,81,27,42,62,223,0,0,399,11201,32507,225,21266,0,0,121,11,29,18,26,0,0,51,43,33,0,15,8,7,0,9,0,0,0,0,0
Leucocryptos marina,Cryptophyceae,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,2,7,6,0,0,3,0,0,3,6,2,0,0,12,8,11,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Microcladia coulteri,Florideophyceae,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navicula,Bacillariophyceae,0,0,0,0,0,0,6,0,5,5,11,6,6,17,12,13,0,0,6,0,3,0,0,24,27,24,16,11,18,13,7,23,23,24,34,0,14,0,6,3,20,25,19,11,9,22,40,63,0,0,0,0,0,0,0,0,59,39,49,57,19,0,0,0,5,0,0,5,0,0,3,3,11,19,35,0,0,0,0,0,26,0,15,91,0,10,0,0,0,0,0
Neoporphyra,Bangiophyceae,0,0,0,0,0,0,6,7,0,5,0,0,4,0,14,0,0,9,12,0,3,0,0,13,0,4,6,0,4,8,10,0,27,11,10,0,0,0,0,0,6,7,0,0,10,6,35,7,0,6,7,0,5,0,0,14,16,9,18,18,24,0,0,0,5,0,0,4,0,0,10,11,11,51,26,0,0,0,0,0,10,0,23,26,0,14,0,0,0,0,0
Ophiopholis,Ophiuroidea,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,2,0,0,0,0,0,5,281,580,355,0,0,0,0,0,0,0,0,0,0,0
Pleopis polyphemoides,Branchiopoda,0,0,0,0,0,0,3,0,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Skeletonema japonicum,Coscinodiscophyceae,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,6,0,0,19,0,0,8,0,0,0,0,0,0,0,23,7,10,7,9,17,41,17,0,0,0,0,0,0,0,0,0,0,0,7,0,41,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,23,0,0,5,0,0,0,0,0,0,0
Tachinidae,Insecta,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleaulax amphioxeia,Cryptophyceae,0,0,0,0,0,0,6,3,0,0,0,18,0,17,0,13,2,0,0,7,21,0,0,0,8,0,0,26,0,0,69,23,0,7,9,0,0,5,19,13,6,0,0,8,18,0,114,0,0,0,0,0,0,0,6,0,5,0,4,13,0,0,0,0,0,10,0,0,0,0,0,0,0,20,24,0,0,0,6,0,10,0,5,18,0,0,0,0,0,0,0
Acrochaetium plumosum,Florideophyceae,0,0,0,0,0,0,0,2,0,0,11,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aoroides,Malacostraca,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Aoroides intermedius,Malacostraca,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,11,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Asterionellopsis lenisilicea,Fragilariophyceae,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0
Bougainvillia superciliaris,Hydrozoa,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,9,0,9,4,0,0,0,0,0,7,90,0,3,0,13,9,21,0,6,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,2,0,0,0,0,0
Callophyllis schneideri,Florideophyceae,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulacanthus,Florideophyceae,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlamys,Bivalvia,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,19,7,0,5,10,16,12,5,2,0,0,0,0,0,0,0,0,0,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycera robusta,Polychaeta,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,1144,2876,904,176,280,344,0,0,0,0,0,0,0,82,0,0,338,671,684,0,0,0,57,25,54,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,0,76,131,13,13,0,13,0,6,0,0,0,0,0
Haleciidae,Hydrozoa,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lafoea,Hydrozoa,0,0,0,0,0,0,0,16,3,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,6,0,19,12,0,0,19,0,0,0,9,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
Lagenidiaceae,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littorina,Gastropoda,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macoma nasuta,Bivalvia,0,0,0,0,0,0,0,269,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,107,6,0,0,0,0,0,0,83,0,5,0,0,3,0,3,0,0,0,4,0,0,0,111,57,0,0,0,0,0,0,44,0,126,0,12,14,198,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,385,0,19,451,0,46,0,0,0,0,0
Malagazzia,Hydrozoa,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neosabellaria cementarium,Polychaeta,0,0,0,0,0,0,0,113,26,58,0,0,0,0,0,28,88,74,24,170,0,0,0,0,0,0,0,0,0,7,296,16,9,0,0,0,0,0,172,8,8,0,38,30,514,32,0,27,0,0,0,0,0,9,78,0,20,40,7,53,0,0,0,0,0,42,0,0,0,0,0,0,0,14,0,0,0,0,0,0,135,0,0,66,0,0,0,0,0,0,0
Nereis vexillosa,Polychaeta,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,3,319,686,413,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oligocottus maculosus,Actinopteri,0,0,0,0,0,0,0,6,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,2,10,0,58,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,3,0,3,5,20,19,0,5,0,0,0,0,0,0,13,0,11,0,11,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0
Paracalanus sp. C AC-2013,Hexanauplia,0,0,0,0,0,0,0,11,0,0,0,52,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,83,0,160,0,0,0,24,33,68,0,0,0,0,0,0,0,26,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,46,0,0,0,0,0,0,0
Perciformes,Actinopteri,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polyneura latissima,Florideophyceae,0,0,0,0,0,0,0,53,0,0,23,32,0,2,0,71,8,5,0,0,0,0,0,4,23,33,6,18,8,0,16,0,0,7,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,4,0,0,0,0,0,0,0
Polynoidae,Polychaeta,0,0,0,0,0,0,0,4,6,0,205,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,2,0,47,0,0,0,0,0,0,0,0,7,0,39,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus mimus,Hexanauplia,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pylaiella washingtoniensis,Phaeophyceae,0,0,0,0,0,0,0,3,0,10,3,0,6,6,0,0,0,0,0,0,0,0,0,11,7,41,15,11,12,31,18,20,22,19,8,0,0,3,0,0,0,0,16,45,42,4,12,22,0,28,0,0,0,0,3,12,16,18,48,18,58,0,0,0,3,7,0,0,0,0,10,11,28,16,11,0,0,0,0,0,38,0,19,5,0,6,0,0,0,0,0
Sarcodiotheca gaudichaudii,Florideophyceae,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,4,4,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
